nombre,edad,observaciones,historial_medico,fotos,tipo_animal_Ave,tipo_animal_Gato,tipo_animal_Perro,tipo_animal_Roedor,raza_Bengalí,raza_Bulldog,raza_Cacatúa,raza_Canario,raza_Cobaya,raza_Conejo,raza_Golden Retriever,raza_Hámster,raza_Jerbo,raza_Labrador,raza_Loro Gris Africano,raza_Maine Coon,raza_Pastor Alemán,raza_Periquito,raza_Persa,raza_Pinzón,raza_Poodle,raza_Ragdoll,raza_Rata,raza_Siamés,tamanio_Grande,tamanio_Mediano,tamanio_Pequeño,temperamento_Activo,temperamento_Nervioso,temperamento_Sociable,temperamento_Tranquilo,tipo_alimentacion_Húmedo,tipo_alimentacion_Mixto,tipo_alimentacion_Seco,ubicacion_Amate,ubicacion_Bami,ubicacion_Bellavista-La Palmera,ubicacion_Centro,ubicacion_Cerro-Amate,ubicacion_El Plantinar,ubicacion_Este-Alcosa-Torreblanca,ubicacion_Huerta del Rey,ubicacion_La Cartuja,ubicacion_Los Remedios,ubicacion_Macarena,ubicacion_Nervión,ubicacion_Padre Pío-Palmete,ubicacion_Pino Montano,ubicacion_Polígono San Pablo,ubicacion_San Jerónimo,ubicacion_San Pablo-Santa Justa,ubicacion_Sur,ubicacion_Triana,necesidades_especiales_False,necesidades_especiales_True,nivel_actividad_Bajo,nivel_actividad_Medio,nivel_actividad_Alto,socializacion_No sociable,socializacion_Sociable con otros animales,socializacion_Sociable con personas
Rufino,5.0,Vero unde magnam odit fuga non.,Necessitatibus consectetur blanditiis consequuntur odio nobis architecto natus.,https://dummyimage.com/591x580,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Pepe,16.0,Repellat non culpa quasi sunt.,Nesciunt delectus saepe maiores voluptatibus eos.,https://placekitten.com/136/574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
Nereida,0.7000000000000001,Quidem ipsam eligendi expedita modi.,Rem nemo atque odit commodi tenetur.,https://placekitten.com/135/528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Julia,12.0,Sequi cum voluptates beatae id repudiandae.,Aliquam minima non debitis alias adipisci reprehenderit.,https://dummyimage.com/771x204,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Amaro,1.3,Numquam provident vel a modi quis atque.,Dolor veritatis et libero consequatur distinctio eos.,https://placekitten.com/67/579,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
Nereida,12.0,Quisquam ratione quo pariatur.,Nemo porro eius consectetur quam.,https://dummyimage.com/344x49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Ramón,7.0,Quidem fugit voluptas cupiditate cum.,Debitis nesciunt deserunt nihil eligendi labore.,https://picsum.photos/71/236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
Marina,12.0,Repellendus illum incidunt quod optio voluptas.,Et corporis ipsa.,https://picsum.photos/488/779,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Pepito,0.30000000000000004,Saepe impedit nam numquam.,Aliquid rem blanditiis pariatur ipsam commodi deleniti.,https://placekitten.com/489/966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Cecilia,9.0,Sed assumenda laboriosam esse quo in.,Illo repellat voluptatum nulla voluptates id eum.,https://placekitten.com/482/397,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Silvio,3.0,Magnam vitae hic quas sunt laboriosam esse dignissimos.,Illo tempore nisi qui tempora mollitia ullam quo.,https://dummyimage.com/523x710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Rafaela,3.0,Ut perspiciatis minima aliquid et ex.,Quasi architecto minus esse ipsa alias.,https://picsum.photos/376/844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
Paloma,1.5,Cum vel numquam unde et quibusdam incidunt eos.,Ad qui aperiam rem deserunt.,https://placekitten.com/460/525,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Soraya,6.0,Qui illum ab consectetur repudiandae.,Quo vitae quia deserunt doloremque ipsa deserunt.,https://picsum.photos/1019/103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Fabián,0.9,Ullam neque molestias sed.,Facilis temporibus nisi.,https://placekitten.com/165/609,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Lisandro,1.0,Et suscipit quam maxime doloribus quod.,Sequi ipsa dicta blanditiis delectus excepturi optio numquam.,https://dummyimage.com/456x947,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Amelia,7.0,Quibusdam nobis quibusdam quaerat excepturi.,Eum maxime voluptatum laudantium minima voluptatum minus.,https://picsum.photos/484/813,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Patricia,8.0,Dolorum sequi quis possimus sed quos.,Consequuntur similique eaque debitis aliquid nostrum aperiam.,https://picsum.photos/497/706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
Bartolomé,12.0,Nobis asperiores itaque ut hic magni accusantium.,Occaecati architecto cumque quis.,https://picsum.photos/954/162,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
Juan,18.0,Fugiat aliquid quisquam.,Quae fugit aliquam.,https://dummyimage.com/988x940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Ildefonso,3.0,Iure provident quod veritatis.,Ab repudiandae ipsa eum.,https://picsum.photos/749/313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Aureliano,10.0,Quibusdam magnam corporis laboriosam voluptatibus eveniet.,Excepturi rerum quia ipsa tenetur tenetur.,https://dummyimage.com/961x718,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Mateo,11.0,Officiis totam in cupiditate veniam labore repellendus.,Voluptates enim modi deserunt tempore.,https://picsum.photos/910/387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Calisto,0.4,Ullam aut repudiandae dignissimos perferendis delectus.,Laboriosam dolorem quod tempora ipsum.,https://picsum.photos/569/286,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Fermín,1.1,Rem vel nobis error ea.,Odio delectus corporis minus minus.,https://picsum.photos/854/699,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Cecilio,13.0,Harum ad ullam quia.,Praesentium quam iure.,https://placekitten.com/296/320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Epifanio,0.30000000000000004,Velit voluptate nostrum quos.,Recusandae aspernatur incidunt quod atque enim at.,https://picsum.photos/329/200,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Melania,7.0,Ab eligendi corporis laboriosam.,Molestias accusamus exercitationem enim consequatur nesciunt.,https://picsum.photos/903/719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Ani,1.0,Voluptatibus voluptatem fugiat culpa.,Totam reiciendis corporis.,https://placekitten.com/946/454,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
Valeria,7.0,Rem animi quaerat recusandae animi.,Necessitatibus amet totam illo sit quasi libero eaque.,https://placekitten.com/240/460,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
Julio César,8.0,Odit ducimus amet fugiat sint voluptatibus sapiente.,Cum praesentium praesentium sed atque.,https://dummyimage.com/353x415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
Ezequiel,0.1,Possimus placeat tenetur.,Voluptatibus exercitationem occaecati esse reprehenderit ex cumque ullam.,https://picsum.photos/793/439,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
Celestina,1.5,Maiores minima delectus eligendi.,Quibusdam omnis nemo doloribus ex.,https://dummyimage.com/204x559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Victorino,17.0,Illo sequi cumque doloribus quia non.,Ea fuga repellat reprehenderit magnam aperiam.,https://placekitten.com/883/818,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Hortensia,12.0,Rem excepturi voluptatem pariatur praesentium.,Suscipit vitae voluptatum et expedita aspernatur laudantium perferendis.,https://picsum.photos/57/25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Maura,13.0,Facere fugiat culpa.,Sequi odio quibusdam ab quia.,https://picsum.photos/258/752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
María Del Carmen,8.0,Reiciendis deleniti dolorem autem.,Neque necessitatibus modi enim.,https://placekitten.com/374/455,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Leocadio,1.3,Adipisci similique neque quasi porro fugit.,Cumque aliquid in animi dignissimos.,https://picsum.photos/356/200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
César,2.0,Asperiores doloribus fugit deleniti.,Omnis et hic provident dolore voluptatem.,https://picsum.photos/447/496,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Isabela,7.0,Accusantium explicabo optio blanditiis voluptatem numquam.,Ex possimus explicabo alias numquam consequatur eveniet.,https://placekitten.com/642/218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Patricio,19.0,Dolore pariatur quam officiis cumque.,Sapiente deleniti expedita quibusdam incidunt recusandae veniam aliquid.,https://placekitten.com/3/580,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
Tito,1.0,Ut id ipsum dolorum.,Accusantium illum iste.,https://placekitten.com/901/536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Enrique,0.2,Sed culpa id incidunt.,Aperiam totam laboriosam alias reiciendis natus.,https://placekitten.com/588/909,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
Elías,17.0,Amet explicabo at tenetur iusto facilis saepe doloremque.,Sequi temporibus dolore quos nemo incidunt.,https://picsum.photos/988/647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Chelo,15.0,Atque illo dolore.,Officiis eveniet dicta.,https://picsum.photos/232/689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Venceslás,2.0,Quos repellat reprehenderit facere eos amet quasi.,Exercitationem asperiores ipsam repellat dolorum possimus.,https://dummyimage.com/72x772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Reyna,0.30000000000000004,Ipsam mollitia aperiam.,Nulla velit ut molestiae optio deserunt.,https://dummyimage.com/672x708,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Mariano,14.0,Quibusdam iure eligendi quasi laboriosam illo.,Laborum unde dolor.,https://picsum.photos/962/182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Pepita,14.0,Cumque vel voluptate ullam velit culpa cupiditate minus.,Asperiores recusandae et aliquam.,https://picsum.photos/29/539,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Manu,3.0,Temporibus eveniet debitis a ullam rem.,Rerum hic sint tempore.,https://dummyimage.com/0x674,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Juan José,9.0,Quae repellendus necessitatibus neque.,Vero at commodi itaque corporis distinctio iure.,https://placekitten.com/401/789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
Bartolomé,17.0,Sunt sed vero.,Dolores totam architecto nam.,https://picsum.photos/551/798,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Violeta,1.1,Reiciendis nam eos neque.,Nam deserunt et.,https://dummyimage.com/392x491,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Florencia,19.0,Corrupti ea assumenda ea fuga.,Tempora necessitatibus et dolore recusandae.,https://dummyimage.com/529x149,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Duilio,9.0,Modi laudantium illo a laboriosam perferendis at.,Hic autem est nihil nam.,https://picsum.photos/990/642,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Juan Antonio,3.0,Optio odio tempora veritatis dicta tempore.,Vero cumque autem nemo itaque dignissimos eaque voluptatum.,https://placekitten.com/212/114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Federico,12.0,Illo distinctio hic explicabo porro.,Sequi officia aperiam cupiditate esse.,https://picsum.photos/642/622,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Saturnino,8.0,Nesciunt odio facilis necessitatibus.,Recusandae veniam numquam corrupti aliquam eos voluptatibus.,https://placekitten.com/846/302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Aarón,1.0,Laboriosam nemo quasi exercitationem doloremque ab.,Nulla dicta assumenda quaerat earum.,https://picsum.photos/874/636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Tatiana,13.0,Aut cumque qui tenetur.,Molestiae voluptatem quo quaerat provident quaerat.,https://picsum.photos/7/820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Melania,7.0,Sed ipsam nisi sit veritatis.,Blanditiis temporibus suscipit voluptate ipsa reiciendis ullam.,https://placekitten.com/40/827,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
Alfonso,10.0,Officiis sequi iste aliquid deserunt voluptatem nihil.,Dolores officiis esse fuga.,https://dummyimage.com/292x467,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Tito,1.5,Deserunt temporibus exercitationem tempora.,Possimus suscipit assumenda praesentium distinctio deleniti ipsa.,https://dummyimage.com/535x223,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Ciriaco,10.0,Beatae soluta ut dolore sunt reiciendis alias.,Id tempore nulla sequi quos recusandae nobis.,https://dummyimage.com/892x266,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Lucía,1.8,A sint autem tenetur maxime.,Consequuntur eveniet ea illo cupiditate.,https://picsum.photos/349/845,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Urbano,5.0,Harum doloremque itaque quis.,Voluptates officia voluptas reprehenderit eaque.,https://placekitten.com/774/18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Saturnino,1.8,Recusandae voluptates minus deserunt.,In molestias quam voluptas nobis illum.,https://dummyimage.com/136x815,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Raúl,1.0,Repudiandae nihil quam corrupti.,Dolorum vel optio accusamus necessitatibus vero numquam nemo.,https://dummyimage.com/420x653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Virginia,11.0,Tenetur tenetur mollitia similique.,Placeat assumenda officia odio unde aut.,https://dummyimage.com/485x92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Odalis,3.0,Ratione voluptatem blanditiis.,Saepe illum non consequuntur.,https://picsum.photos/785/136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
Melchor,2.0,Aperiam nulla quod aperiam inventore.,Alias quam nobis repellat necessitatibus.,https://placekitten.com/713/485,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Tristán,0.5,Eligendi odio est molestias odit facilis eum ea.,Nihil ipsam nemo ratione dignissimos cumque.,https://picsum.photos/227/132,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
